"id","itemfile_nbr","manufacturer_id","row_creator_id","created_at","updated_at","itemfile_nbr_first_1","itemfile_nbr_first_2","itemfile_1prod_2manuf","itemfile_1prod_3manuf","itemfile_mfg_code","itemfile_nbr_2_and_3","itemfile_2prod_2manuf","itemfile_2prod_3manuf","itemfile_model_nbr_4_18","itemfile_mfg_model_nbr","itemfile_model_nbr_5_18","itemfile_model_nbr_6_18","itemfile_desc_1","itemfile_desc_1_and_2","itemfile_desc_2","itemfile_days_out_of_stock","itemfile_nbr_pieces","itemfile_reg_price","itemfile_sale_price","itemfile_spiff","itemfile_wholesale_tax_percent","itemfile_average_cost","itemfile_last_cost","itemfile_commission_code","itemfile_furn_style","itemfile_special_fee_item","itemfile_gl_main_acct_1","itemfile_gl_sub_acct_1","itemfile_gl_main_acct_2","itemfile_gl_sub_acct_2","itemfile_gl_main_acct_3","itemfile_gl_sub_acct_3","itemfile_gl_main_acct_4","itemfile_gl_sub_acct_4","itemfile_gl_main_acct_5","itemfile_gl_sub_acct_5","itemfile_gl_main_acct_6","itemfile_gl_sub_acct_6","itemfile_gl_main_acct_7","itemfile_gl_sub_acct_7","itemfile_use_store_as_pc_indr","itemfile_serialized_indr","itemfile_cost_method_indr","vendor_id","ht_etl_schema","itemfile_percent_of_price","itemfile_qty_on_hand","itemfile_sell_service_pol_indr","itemfile_taxable_indr","itemfile_movie_type_indr","itemfile_rtr_pricing_type","itemfile_rto_spiff","itemfile_rtr_monthly_price","itemfile_normal_terms_monthly","itemfile_monthly_rto_price","itemfile_normal_terms_weekly","itemfile_weekly_rto_price","itemfile_discontinued_indr","itemfile_first_received_date","itemfile_first_received_year","itemfile_first_received_month","itemfile_first_received_day","itemfile_furniture_indr","itemfile_qty_on_order","itemfile_date_due_in","itemfile_last_changed_date","itemfile_book_value_nbr_months","itemfile_inv_cube_size","itemfile_inv_unit_weight","itemfile_upc_code","itemfile_min_accept_price","itemfile_mgrs_override_price","itemfile_list_price","itemfile_no_discount_sale_item","itemfile_rate_code","itemfile_freight_override_amt","itemfile_glacct_rentinv_main","itemfile_glacct_rentinv_sub","itemfile_glacct_pfydepadj_main","itemfile_glacct_pfydepadj_sub","itemfile_glacct_accumdep_main","itemfile_glacct_accumdep_sub","itemfile_recv_inv_status"
"2636","FXASH201001667","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH201001667","H201001667","H201001667","201001667","SECTIONAL","SECTIONAL                   DURABLEND SALSA","DURABLEND SALSA","0","0","1194.990","0.000","0.00","0.00","489.650","489.650","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","24","2375.76","104","2390.96","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","22104","0.00","1110","0","5010","0","1210","0","N"
"2637","FXASH201011667","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH201011667","H201011667","H201011667","201011667","SECTIONAL","SECTIONAL                   DURABLEND CHOCOLATE","DURABLEND CHOCOLATE","0","0","1402.990","0.000","0.00","0.00","606.880","606.880","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","24","2783.76","104","2806.96","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","26104","0.00","1110","0","5010","0","1210","0","N"
"2638","FXASH201011766","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH201011766","H201011766","H201011766","201011766","SECTIONAL","SECTIONAL                   DURABLEND CHOCOLATE","DURABLEND CHOCOLATE","0","0","1298.990","0.000","0.00","0.00","478.927","485.870","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","10","N","Y","N","N","0.00","0.00","24","2591.76","104","2598.96","N",,"0","0","0","Y","0","2019-11-14","2019-01-11","0","0","0","","0.00","0.00","0.00","N","24104","0.00","1110","0","5010","0","1210","0","N"
"2639","FXASH2010117,66","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH2010117,66","H2010117,66","H2010117,66","2010117,66","SECTIONAL","SECTIONAL                   DURABLEND CHOCOLATE","DURABLEND CHOCOLATE","0","0","1298.990","0.000","0.00","0.00","474.300","485.870","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","2","N","Y","N","N","0.00","0.00","24","2591.76","104","2598.96","N",,"0","0","0","N","0","2019-05-24",,"0","0","0","","0.00","0.00","0.00","N","24104","0.00","1110","0","5010","0","1210","0","N"
"2640","FXASH201021766","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH201021766","H201021766","H201021766","201021766","SECTIONAL","SECTIONAL                   GRAY","GRAY","0","1","1298.990","0.000","0.00","0.00","493.426","485.870","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","8","","Y","","N","0.00","0.00","24","2591.76","104","2598.96","N",,"0","0","0","Y","3","2019-12-25","2019-01-11","24","0","0","","0.00","0.00","0.00","","24104","0.00","1110","0","5010","0","1210","0","N"
"2641","FXASH202-00-16,67","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH202-00-16,67","H202-00-16,67","H202-00-16,67","202-00-16,67","SECTIONAL","SECTIONAL                   ARMANT EBONY","ARMANT EBONY","0","0","1194.990","0.000","0.00","0.00","485.870","485.870","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","24","2375.76","104","2390.96","N",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","22104","0.00","1110","0","5010","0","1210","0","N"
"2642","FXASH2020066,67","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH2020066,67","H2020066,67","H2020066,67","2020066,67","SECTIONAL","SECTIONAL                   ARMANT MOCHA","ARMANT MOCHA","0","0","1194.990","0.000","0.00","0.00","459.360","459.360","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","24","2375.76","104","2390.96","N",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","22104","0.00","1110","0","5010","0","1210","0","N"
"2643","FXASH2350018","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH2350018","H2350018","H2350018","2350018","SECTIONAL","SECTIONAL                   GEORDIE CAF?","GEORDIE CAF?","0","0","739.990","0.000","0.00","0.00","301.432","189.440","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","5","N","Y","N","N","0.00","0.00","18","1475.82","78","1481.22","N","2017-10-31","117","10","31","N","0",,,"0","0","0","","0.00","0.00","0.00","N","1878","0.00","1110","0","5010","0","1210","0","N"
"2644","FXASH236016649","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH236016649","H236016649","H236016649","236016649","SECTIONAL","SECTIONAL","","0","0","1402.990","0.000","0.00","0.00","544.990","544.990","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","24","2783.76","104","2806.96","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","26104","0.00","1110","0","5010","0","1210","0","N"
"2645","FXASH2360166,49","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH2360166,49","H2360166,49","H2360166,49","2360166,49","SECTIONAL","SECTIONAL","","0","0","1402.990","0.000","0.00","0.00","544.990","544.990","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","24","2783.76","104","2806.96","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","26104","0.00","1110","0","5010","0","1210","0","N"
"2646","FXASH240011766","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH240011766","H240011766","H240011766","240011766","SECTIONAL","SECTIONAL                   MCCAMEY BLACK","MCCAMEY BLACK","0","0","1298.990","0.000","0.00","0.00","380.140","380.140","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","24","2591.76","104","2598.96","N",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","24104","0.00","1110","0","5010","0","1210","0","N"
"2647","FXASH241006734","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH241006734","H241006734","H241006734","241006734","SECTIONAL","SECTIONAL                   MCCAMEY BLACK","MCCAMEY BLACK","0","0","1558.990","0.000","0.00","0.00","683.520","683.520","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","24","3095.76","104","3118.96","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","29104","0.00","1110","0","5010","0","1210","0","N"
"2648","FXASH2430255,17","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH2430255,17","H2430255,17","H2430255,17","2430255,17","SECTIONAL","SECTIONAL                   CHAMBERLY ALLOY","CHAMBERLY ALLOY","0","0","973.990","0.000","0.00","0.00","494.420","459.890","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","1","N","Y","N","N","0.00","0.00","18","1943.82","78","1949.22","N",,"0","0","0","N","0","2018-12-21",,"0","0","0","","0.00","0.00","0.00","N","2478","0.00","1110","0","5010","0","1210","0","N"
"2649","FXASH25205BUN","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH25205BUN","H25205BUN","H25205BUN","25205BUN","SECTIONAL","SECTIONAL                   SEABROOK LRM BUNDLE","SEABROOK LRM BUNDLE","0","1","986.990","0.000","0.00","0.00","416.240","416.240","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","Y","1","29","public","0.00","7","","Y","","N","0.00","0.00","24","1967.76","104","1974.96","N",,"0","0","0","Y","0","2019-11-07","2019-10-11","24","0","0","","589.99","549.99","0.00","","18104","0.00","1110","0","5010","0","1210","0","N"
"2650","FXASH278014849","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH278014849","H278014849","H278014849","278014849","SECTIONAL","SECTIONAL                   TAMBO PEWTER","TAMBO PEWTER","0","0","1818.990","0.000","0.00","0.00","695.496","676.740","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","26","N","Y","N","N","0.00","0.00","24","3623.76","104","3638.96","N",,"0","0","0","Y","1","2020-04-14","2019-12-04","0","0","0","","0.00","0.00","0.00","N","34104","0.00","1110","0","5010","0","1210","0","N"
"2651","FXASH2780148,49","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH2780148,49","H2780148,49","H2780148,49","2780148,49","SECTIONAL","SECTIONAL                   TAMBO PEWTER","TAMBO PEWTER","0","0","1558.990","0.000","0.00","0.00","690.620","690.620","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","24","3095.76","104","3118.96","Y",,"0","0","0","Y","0",,"2019-02-18","0","0","0","","0.00","0.00","0.00","N","29104","0.00","1110","0","5010","0","1210","0","N"
"2652","FXASH278024849","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH278024849","H278024849","H278024849","278024849","SECTIONAL","SECTIONAL","","0","1","1402.990","0.000","0.00","0.00","676.740","676.740","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","Y","1","29","public","0.00","12","","Y","","N","0.00","0.00","24","2783.76","104","2806.96","N",,"0","0","0","Y","0","2020-04-13","2019-07-30","24","0","0","","959.99","889.99","0.00","","26104","0.00","1110","0","5010","0","1210","0","N"
"2653","FXASH305001656","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH305001656","H305001656","H305001656","305001656","SECTIONAL","SECTIONAL","","0","0","3118.990","0.000","0.00","0.00","1240.930","1240.930","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","24","6215.76","104","6238.96","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","59104","0.00","1110","0","5010","0","1210","0","N"
"2654","FXASH315018894","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH315018894","H315018894","H315018894","315018894","SECTIONAL","SECTIONAL","","0","0","2078.990","0.000","0.00","0.00","898.870","898.870","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","24","4151.76","104","4158.96","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","39104","0.00","1110","0","5010","0","1210","0","N"
"2655","FXASH3150188,94","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH3150188,94","H3150188,94","H3150188,94","3150188,94","SECTIONAL","SECTIONAL","","0","0","2338.990","0.000","0.00","0.00","1004.290","1004.290","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","24","4655.76","104","4678.96","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","44104","0.00","1110","0","5010","0","1210","0","N"
"2656","FXASH319016755","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH319016755","H319016755","H319016755","319016755","SECTIONAL","SECTIONAL                   LARKINHURST EARTH","LARKINHURST EARTH","0","0","2078.990","0.000","0.00","0.00","817.400","817.400","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","24","4151.76","104","4158.96","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","39104","0.00","1110","0","5010","0","1210","0","N"
"2657","FXASH32202161708","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH32202161708","H32202161708","H32202161708","32202161708","SECTIONAL","SECTIONAL","","0","1","1662.990","0.000","0.00","0.00","654.950","654.950","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","1","","Y","","N","0.00","0.00","24","3311.76","104","3326.96","N",,"0","0","0","Y","0","2019-04-04","2019-03-14","24","0","0","","929.99","859.99","0.00","","31104","0.00","1110","0","5010","0","1210","0","N"
"2658","FXASH322026617","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH322026617","H322026617","H322026617","322026617","SECTIONAL","SECTIONAL                   SMOKE","SMOKE","0","1","1363.990","0.000","0.00","0.00","552.175","551.080","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","11","","Y","","N","0.00","0.00","21","2708.79","91","2729.09","N",,"0","0","0","Y","0","2020-03-26","2019-02-15","24","0","0","","819.99","759.99","0.00","","2991","0.00","1110","0","5010","0","1210","0","N"
"2659","FXASH34001767785","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH34001767785","H34001767785","H34001767785","34001767785","SECTIONAL","SECTIONAL                   GRAY","GRAY","0","1","1818.990","0.000","0.00","0.00","0.000","695.720","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","","Y","","N","0.00","0.00","24","3623.76","104","3638.96","N",,"0","0","0","Y","6","2019-02-01","2019-01-11","24","0","0","","979.99","909.99","0.00","","34104","0.00","1110","0","5010","0","1210","0","N"
"2660","FXASH36504","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH36504","H36504","H36504","36504","SECTIONAL","SECTIONAL                   CLONMEL-CHOCOLATE 6 PIECE","CLONMEL-CHOCOLATE 6 PIECE","0","1","2403.990","0.000","0.00","0.00","1048.820","1048.820","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","Y","1","29","public","0.00","1","","Y","","N","0.00","0.00","30","4799.70","130","4808.70","N",,"0","0","0","Y","0","2019-12-26","2019-12-06","24","0","0","","1479.99","1369.99","0.00","","36130","0.00","1110","0","5010","0","1210","0","N"
"2661","FXASH373031755","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH373031755","H373031755","H373031755","373031755","SECTIONAL","SECTIONAL","","0","1","1298.990","0.000","0.00","0.00","572.220","572.220","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","2","","Y","","N","0.00","0.00","24","2591.76","104","2598.96","N",,"0","0","0","Y","0","2018-05-14","2018-04-11","24","0","0","","809.99","749.99","0.00","","24104","0.00","1110","0","5010","0","1210","0","N"
"2662","FXASH379034849","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH379034849","H379034849","H379034849","379034849","SECTIONAL","SECTIONAL                   BERNEEN COFFEE","BERNEEN COFFEE","0","1","1558.990","0.000","0.00","0.00","690.620","690.620","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","2","","Y","","N","0.00","0.00","24","3095.76","104","3118.96","N",,"0","0","0","Y","1","2019-05-08","2018-10-04","24","0","0","","979.99","909.99","0.00","","29104","0.00","1110","0","5010","0","1210","0","N"
"2663","FXASH381014948","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH381014948","H381014948","H381014948","381014948","SECTIONAL","SECTIONAL                   ESPRESSO","ESPRESSO","0","1","1558.990","0.000","0.00","0.00","690.620","690.620","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","1","","Y","","N","0.00","0.00","24","3095.76","104","3118.96","N",,"0","0","0","Y","0","2018-12-31","2018-12-10","24","0","0","","979.99","909.99","0.00","","29104","0.00","1110","0","5010","0","1210","0","N"
"2664","FXASH398","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH398","H398","H398","398","SECTIONAL","SECTIONAL","","0","1","1402.990","0.000","0.00","0.00","622.350","622.350","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","1","","Y","","N","0.00","0.00","24","2783.76","104","2806.96","N",,"0","0","0","Y","0","2017-12-20","2017-11-29","24","0","0","","879.99","819.99","0.00","","26104","0.00","1110","0","5010","0","1210","0","N"
"2665","FXASH398021766","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH398021766","H398021766","H398021766","398021766","SECTIONAL","SECTIONAL                   JESSA PLACE DUNE","JESSA PLACE DUNE","0","0","1558.990","0.000","0.00","0.00","570.760","570.760","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","24","3095.76","104","3118.96","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","29104","0.00","1110","0","5010","0","1210","0","N"
"2666","FXASH398041667","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH398041667","H398041667","H398041667","398041667","SECTIONAL","SECTIONAL                   JESSA PLACE DUNE","JESSA PLACE DUNE","0","0","1298.990","0.000","0.00","0.00","716.450","716.450","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","24","2591.76","104","2598.96","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","24104","0.00","1110","0","5010","0","1210","0","N"
"2667","FXASH398046617","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH398046617","H398046617","H398046617","398046617","SECTIONAL","SECTIONAL                   JESSA PLACE DUNE","JESSA PLACE DUNE","0","0","1558.990","0.000","0.00","0.00","622.350","622.350","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","24","3095.76","104","3118.96","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","29104","0.00","1110","0","5010","0","1210","0","N"
"2668","FXASH398046634","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH398046634","H398046634","H398046634","398046634","SECTIONAL","SECTIONAL                   JESSA PLACE DUNE","JESSA PLACE DUNE","0","0","1558.990","0.000","0.00","0.00","606.020","572.770","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","1","N","Y","N","N","0.00","0.00","24","3095.76","104","3118.96","N",,"0","0","0","N","0","2019-12-27",,"0","0","0","","0.00","0.00","0.00","N","29104","0.00","1110","0","5010","0","1210","0","N"
"2669","FXASH398046716","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH398046716","H398046716","H398046716","398046716","SECTIONAL","SECTIONAL                   JESSA PLACE DUNE","JESSA PLACE DUNE","0","0","1818.990","0.000","0.00","0.00","735.980","748.740","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","1","N","Y","N","N","0.00","0.00","24","3623.76","104","3638.96","N",,"0","0","0","N","0","2019-05-24",,"0","0","0","","0.00","0.00","0.00","N","34104","0.00","1110","0","5010","0","1210","0","N"
"2670","FXASH4130316463449","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH4130316463449","H4130316463449","H4130316463449","4130316463449","SECTIONAL","SECTIONAL","","0","1","1714.990","0.000","0.00","0.00","766.960","766.960","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","Y","1","29","public","0.00","1","","Y","","N","0.00","0.00","24","3407.76","104","3430.96","N",,"0","0","0","Y","0","2019-07-09","2019-06-18","24","0","0","","1079.99","1009.99","0.00","","32104","0.00","1110","0","5010","0","1210","0","N"
"2671","FXASH41303344649","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH41303344649","H41303344649","H41303344649","41303344649","SECTIONAL","SECTIONAL","","0","1","1246.990","0.000","0.00","0.00","624.350","551.490","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","Y","1","29","public","0.00","1","","Y","","N","0.00","0.00","24","2471.76","104","2494.96","N",,"0","0","0","Y","0","2020-04-13","2019-08-16","24","0","0","","779.99","729.99","0.00","","23104","0.00","1110","0","5010","0","1210","0","N"
"2672","FXASH4130334464916","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH4130334464916","H4130334464916","H4130334464916","4130334464916","SECTIONAL","SECTIONAL","","0","1","1766.990","0.000","0.00","0.00","766.980","766.980","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","Y","1","29","public","0.00","1","","Y","","N","0.00","0.00","24","3527.76","104","3534.96","N",,"0","0","0","Y","0","2019-09-06","2019-08-16","24","0","0","","1079.99","1009.99","0.00","","33104","0.00","1110","0","5010","0","1210","0","N"
"2673","FXASH41303344875","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH41303344875","H41303344875","H41303344875","41303344875","SECTIONAL","SECTIONAL","","0","1","1558.990","0.000","0.00","0.00","655.570","655.570","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","1","","Y","","N","0.00","0.00","24","3095.76","104","3118.96","N",,"0","0","0","Y","0","2018-10-10","2018-09-19","24","0","0","","0.00","0.00","0.00","","29104","0.00","1110","0","5010","0","1210","0","N"
"2674","FXASH418005890","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH418005890","H418005890","H418005890","418005890","SECTIONAL","SECTIONAL                   SEAMUS TAUPE","SEAMUS TAUPE","0","0","1402.990","0.000","0.00","0.00","1289.090","1289.090","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","24","2783.76","104","2806.96","N",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","26104","0.00","1110","0","5010","0","1210","0","N"
"2675","FXASH4450001,62","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH4450001,62","H4450001,62","H4450001,62","4450001,62","SECTIONAL","SECTIONAL                   DURABLEND CHOCOLATE","DURABLEND CHOCOLATE","0","0","3118.990","0.000","0.00","0.00","1294.080","1294.080","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","24","6215.76","104","6238.96","N",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","59104","0.00","1110","0","5010","0","1210","0","N"
"2676","FXASH452006617","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","F","FX","XA","XAS","XAS","XA","AS","ASH","SH452006617","H452006617","H452006617","452006617","SECTIONAL","SECTIONAL","","0","1","1038.990","0.000","0.00","0.00","455.940","455.940","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","4","","Y","","N","0.00","0.00","24","2063.76","104","2078.96","N",,"0","0","0","Y","0","2018-09-03","2018-05-30","24","0","0","","649.99","599.99","0.00","","19104","0.00","1110","0","5010","0","1210","0","N"
